PassageID,LineNum,PartA,PartB,PartC,PartD,CorrectAnswer,Explanation
Story_127_GardenBugs,11,We left,it,alone,there.,N,No error.
Story_127_GardenBugs,12,Bugs are,fun to,find,outside,D,Missing full stop in Part D: 'outside' should be 'outside.'.
Story_128_SnowSled,1,We went,to the,hill,today.,N,No error.
Story_128_SnowSled,2,It was,covered,in,snow.,C,Capitalization error in Part C: 'In' should be 'in'.
Story_128_SnowSled_Fix,2,It was,covered,In,snow.,C,Capitalization error in Part C: 'In' should be 'in'.
Story_128_SnowSled,3,Lets go,sledging',said,Ben.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_128_SnowSled,4,We climbed,up to,the,top.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_128_SnowSled_Fix2,4,We climbed,up to,The,top.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_128_SnowSled,5,I sat,on my,red,sledge.,B,"Extra comma inserted in Part B: 'my,'."
Story_128_SnowSled_Fix3,5,I sat,"on my,",red,sledge.,B,"Extra comma inserted in Part B: 'my,'."
Story_128_SnowSled,6,Push me',I shouted,to,Ben.,A,Missing exclamation mark in Part A: 'me'' should be 'me!'.
Story_128_SnowSled,7,I went,down,very,fast.,B,"Extra comma inserted in Part B: 'down,'."
Story_128_SnowSled_Fix4,7,I went,"down,",very,fast.,B,"Extra comma inserted in Part B: 'down,'."
Story_128_SnowSled,8,Snow flew,in my,face,coldly.,N,No error.
Story_128_SnowSled,9,That was,fun',I,said.,B,Missing exclamation mark in Part B: 'fun'' should be 'fun!'.
Story_128_SnowSled,10,Ben had,a turn,next,time.,C,"Extra comma inserted in Part C: 'next,'."
Story_128_SnowSled_Fix5,10,Ben had,a turn,"next,",time.,C,"Extra comma inserted in Part C: 'next,'."
Story_128_SnowSled,11,He fell,off in,the,snow.,N,No error.
Story_128_SnowSled,12,We laughed,a lot,at,him,D,Missing full stop in Part D: 'him' should be 'him.'.
Story_129_LibraryBook,1,I went,to the,library,today.,N,No error.
Story_129_LibraryBook,2,I wanted,a new,book,to read.,B,"Extra comma inserted in Part B: 'new,'."
Story_129_LibraryBook_Fix,2,I wanted,"a new,",book,to read.,B,"Extra comma inserted in Part B: 'new,'."
Story_129_LibraryBook,3,Look in,here',said,Dad.,B,"Missing comma in Part B: 'here'' should be 'here,'."
Story_129_LibraryBook,4,I found,a book,about,space.,C,Capitalization error in Part C: 'About' should be 'about'.
Story_129_LibraryBook_Fix2,4,I found,a book,About,space.,C,Capitalization error in Part C: 'About' should be 'about'.
Story_129_LibraryBook,5,It had,pictures,of,stars.,B,"Extra comma inserted in Part B: 'pictures,'."
Story_129_LibraryBook_Fix3,5,It had,"pictures,",of,stars.,B,"Extra comma inserted in Part B: 'pictures,'."
Story_129_LibraryBook,6,Can I,have it',I,asked.,B,Missing question mark in Part B: 'it'' should be 'it?'.
Story_129_LibraryBook,7,Yes you,can',said,Dad.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_129_LibraryBook,8,I scanned,my card,at the,desk.,N,No error.
Story_129_LibraryBook,9,The lady,smiled,at,me.,B,"Extra comma inserted in Part B: 'smiled,'."
Story_129_LibraryBook_Fix4,9,The lady,"smiled,",at,me.,B,"Extra comma inserted in Part B: 'smiled,'."
Story_129_LibraryBook,10,We went,home,to,read.,N,No error.
Story_129_LibraryBook,11,I liked,reading,about,mars.,D,Capitalization error in Part D: 'mars' should be 'Mars'.
Story_129_LibraryBook_Fix5,11,I liked,reading,about,mars.,D,Capitalization error in Part D: 'mars' should be 'Mars'.
Story_129_LibraryBook,12,It was,a good,book,indeed,D,Missing full stop in Part D: 'indeed' should be 'indeed.'.
Story_130_SandCastle,1,We went,to the,beach,today.,N,No error.
Story_130_SandCastle,2,The sand,was hot,and,yellow.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_130_SandCastle_Fix,2,The sand,was hot,And,yellow.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_130_SandCastle,3,Lets make,a castle',I,said.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_130_SandCastle,4,We filled,buckets,with,sand.,B,"Extra comma inserted in Part B: 'buckets,'."
Story_130_SandCastle_Fix2,4,We filled,"buckets,",with,sand.,B,"Extra comma inserted in Part B: 'buckets,'."
Story_130_SandCastle,5,We tipped,them,out,fast.,B,"Extra comma inserted in Part B: 'them,'."
Story_130_SandCastle_Fix3,5,We tipped,"them,",out,fast.,B,"Extra comma inserted in Part B: 'them,'."
Story_130_SandCastle,6,It needs,a flag',said,Tom.,B,"Missing punctuation in Part B: 'flag!' or 'flag,'."
Story_130_SandCastle,7,I put,a stick,on,top.,N,No error.
Story_130_SandCastle,8,The sea,came in,very,close.,C,Capitalization error in Part C: 'Very' should be 'very'.
Story_130_SandCastle_Fix4,8,The sea,came in,Very,close.,C,Capitalization error in Part C: 'Very' should be 'very'.
Story_130_SandCastle,9,Oh no',I cried,watching,it.,A,Missing exclamation mark in Part A: 'no'' should be 'no!'.
Story_130_SandCastle,10,A wave,hit the,castle,wall.,N,No error.
Story_130_SandCastle,11,It fell,down,in a,mess.,B,"Extra comma inserted in Part B: 'down,'."
Story_130_SandCastle_Fix5,11,It fell,"down,",in a,mess.,B,"Extra comma inserted in Part B: 'down,'."
Story_130_SandCastle,12,We will,make one,again,soon,D,Missing full stop in Part D: 'soon' should be 'soon.'.
Story_131_FootballFun,1,I play,football,on,Saturdays.,N,No error.
Story_131_FootballFun,2,My team,wears,red,shirts.,B,"Extra comma inserted in Part B: 'wears,'."
Story_131_FootballFun_Fix,2,My team,"wears,",red,shirts.,B,"Extra comma inserted in Part B: 'wears,'."
Story_131_FootballFun,3,Pass to,me',shouted,Sam.,B,Missing exclamation mark in Part B: 'me'' should be 'me!'.
Story_131_FootballFun,4,I kicked,the ball,to,him.,C,"Extra comma inserted in Part C: 'to,'."
Story_131_FootballFun_Fix2,4,I kicked,the ball,"to,",him.,C,"Extra comma inserted in Part C: 'to,'."
Story_131_FootballFun,5,He ran,down the,pitch,fast.,N,No error.
Story_131_FootballFun,6,He kicked,it in,the,goal.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_131_FootballFun_Fix3,6,He kicked,it in,The,goal.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_131_FootballFun,7,Weve won',I cheered,loudly,today.,A,Apostrophe error in Part A: 'Weve' should be 'We've'.
Story_131_FootballFun,8,The coach,clapped,his,hands.,B,"Extra comma inserted in Part B: 'clapped,'."
Story_131_FootballFun_Fix4,8,The coach,"clapped,",his,hands.,B,"Extra comma inserted in Part B: 'clapped,'."
Story_131_FootballFun,9,Well done',he said,to,us.,A,Missing exclamation mark in Part A: 'done'' should be 'done!'.
Story_131_FootballFun,10,We were,happy,to,win.,N,No error.
Story_131_FootballFun,11,my legs,were,tired,later.,A,Capitalization error in Part A: 'my' should be 'My'.
Story_131_FootballFun_Fix5,11,my legs,were,tired,later.,A,Capitalization error in Part A: 'my' should be 'My'.
Story_131_FootballFun,12,I went,home,to,rest,D,Missing full stop in Part D: 'rest' should be 'rest.'.
Story_132_MagicShow,1,The man,did a,magic,show.,N,No error.
Story_132_MagicShow,2,He had,a black,hat,and wand.,C,"Extra comma inserted in Part C: 'hat,'."
Story_132_MagicShow_Fix,2,He had,a black,"hat,",and wand.,C,"Extra comma inserted in Part C: 'hat,'."
Story_132_MagicShow,3,Watch this',he said,to,us.,A,Missing exclamation mark in Part A: 'this'' should be 'this!'.
Story_132_MagicShow,4,He waved,the wand,in the,air.,B,"Extra comma inserted in Part B: 'wand,'."
Story_132_MagicShow_Fix2,4,He waved,"the wand,",in the,air.,B,"Extra comma inserted in Part B: 'wand,'."
Story_132_MagicShow,5,A white,rabbit,jumped,out.,B,Capitalization error in Part B: 'Rabbit' should be 'rabbit'.
Story_132_MagicShow_Fix3,5,A white,Rabbit,jumped,out.,B,Capitalization error in Part B: 'Rabbit' should be 'rabbit'.
Story_132_MagicShow,6,Wow',shouted,Tom,loudly.,A,Missing exclamation mark in Part A: 'Wow'' should be 'Wow!'.
Story_132_MagicShow,7,It hopped,around,the,stage.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_132_MagicShow_Fix4,7,It hopped,around,The,stage.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_132_MagicShow,8,How did,he do,that',asked Tom.,C,Missing question mark in Part C: 'that'' should be 'that?'.
Story_132_MagicShow,9,It is,magic',I,said.,N,No error.
Story_132_MagicShow,10,The man,bowed,to,us.,B,"Extra comma inserted in Part B: 'bowed,'."
Story_132_MagicShow_Fix5,10,The man,"bowed,",to,us.,B,"Extra comma inserted in Part B: 'bowed,'."
Story_132_MagicShow,11,We clapped,our hands,at,him.,N,No error.
Story_132_MagicShow,12,It was,a good,show,today,D,Missing full stop in Part D: 'today' should be 'today.'.
Story_133_CampingTrip,1,We went,camping,in the,woods.,N,No error.
Story_133_CampingTrip,2,Dad put,up the,green,tent.,C,Capitalization error in Part C: 'Green' should be 'green'.
Story_133_CampingTrip_Fix,2,Dad put,up the,Green,tent.,C,Capitalization error in Part C: 'Green' should be 'green'.
Story_133_CampingTrip,3,Help me',he said,to,us.,A,"Missing punctuation in Part A: 'me'' should be 'me!' or 'me,'."
Story_133_CampingTrip,4,We held,the pegs,for,him.,B,"Extra comma inserted in Part B: 'pegs,'."
Story_133_CampingTrip_Fix2,4,We held,"the pegs,",for,him.,B,"Extra comma inserted in Part B: 'pegs,'."
Story_133_CampingTrip,5,We made,a fire,with,wood.,N,No error.
Story_133_CampingTrip,6,It was,warm,and,bright.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_133_CampingTrip_Fix3,6,It was,warm,And,bright.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_133_CampingTrip,7,I am,hungry',said,Sam.,B,"Missing comma in Part B: 'hungry'' should be 'hungry,'."
Story_133_CampingTrip,8,We cooked,beans,on the,fire.,B,"Extra comma inserted in Part B: 'beans,'."
Story_133_CampingTrip_Fix4,8,We cooked,"beans,",on the,fire.,B,"Extra comma inserted in Part B: 'beans,'."
Story_133_CampingTrip,9,They tasted,very,good,indeed.,C,"Extra comma inserted in Part C: 'good,'."
Story_133_CampingTrip_Fix5,9,They tasted,very,"good,",indeed.,C,"Extra comma inserted in Part C: 'good,'."
Story_133_CampingTrip,10,We slept,in our,sleeping,bags.,N,No error.
Story_133_CampingTrip,11,An owl,hooted,in a,tree.,A,Capitalization error in Part A: 'an' should be 'An'.
Story_133_CampingTrip_Fix6,11,an owl,hooted,in a,tree.,A,Capitalization error in Part A: 'an' should be 'An'.
Story_133_CampingTrip,12,It was,cold,at,night,D,Missing full stop in Part D: 'night' should be 'night.'.
Story_134_BikeRace,1,I rode,my bike,in a,race.,N,No error.
Story_134_BikeRace,2,It was,a long,way,to go.,C,"Extra comma inserted in Part C: 'way,'."
Story_134_BikeRace_Fix,2,It was,a long,"way,",to go.,C,"Extra comma inserted in Part C: 'way,'."
Story_134_BikeRace,3,On your,marks',shouted,Dad.,B,"Missing punctuation in Part B: 'marks!' or 'marks,'."
Story_134_BikeRace,4,I pedalled,very,fast,indeed.,B,"Extra comma inserted in Part B: 'very,'."
Story_134_BikeRace_Fix2,4,I pedalled,"very,",fast,indeed.,B,"Extra comma inserted in Part B: 'very,'."
Story_134_BikeRace,5,The wind,blew,my,hair.,B,Capitalization error in Part B: 'Blew' should be 'blew'.
Story_134_BikeRace_Fix3,5,The wind,Blew,my,hair.,B,Capitalization error in Part B: 'Blew' should be 'blew'.
Story_134_BikeRace,6,Go on',shouted,Mum,loudly.,A,Missing exclamation mark in Part A: 'on'' should be 'on!'.
Story_134_BikeRace,7,I went,past,the,others.,N,No error.
Story_134_BikeRace,8,I saw,the finish,line,ahead.,C,Capitalization error in Part C: 'Line' should be 'line'.
Story_134_BikeRace_Fix4,8,I saw,the finish,Line,ahead.,C,Capitalization error in Part C: 'Line' should be 'line'.
Story_134_BikeRace,9,I crossed,it,first,today.,B,"Extra comma inserted in Part B: 'it,'."
Story_134_BikeRace_Fix5,9,I crossed,"it,",first,today.,B,"Extra comma inserted in Part B: 'it,'."
Story_134_BikeRace,10,I won',I,shouted,happily.,A,Missing exclamation mark in Part A: 'won'' should be 'won!'.
Story_134_BikeRace,11,Mum gave,me a,big,hug.,N,No error.
Story_134_BikeRace,12,I was,tired,but,happy,D,Missing full stop in Part D: 'happy' should be 'happy.'.
Story_135_SchoolBus,1,The bus,came to,my,stop.,N,No error.
Story_135_SchoolBus,2,I got,on with,my,bag.,C,"Extra comma inserted in Part C: 'my,'."
Story_135_SchoolBus_Fix,2,I got,on with,"my,",bag.,C,"Extra comma inserted in Part C: 'my,'."
Story_135_SchoolBus,3,Tickets please',said,the,driver.,A,"Missing comma in Part A: 'Tickets' should be 'Tickets,'."
Story_135_SchoolBus,4,I showed,him my,pass,card.,B,"Extra comma inserted in Part B: 'my,'."
Story_135_SchoolBus_Fix2,4,I showed,"him my,",pass,card.,B,"Extra comma inserted in Part B: 'my,'."
Story_135_SchoolBus,5,I sat,by the,window,seat.,C,Capitalization error in Part C: 'Window' should be 'window'.
Story_135_SchoolBus_Fix3,5,I sat,by the,Window,seat.,C,Capitalization error in Part C: 'Window' should be 'window'.
Story_135_SchoolBus,6,The bus,moved,off,slowly.,B,"Extra comma inserted in Part B: 'moved,'."
Story_135_SchoolBus_Fix4,6,The bus,"moved,",off,slowly.,B,"Extra comma inserted in Part B: 'moved,'."
Story_135_SchoolBus,7,It picked,up more,kids,later.,N,No error.
Story_135_SchoolBus,8,Hello Tom',I said,to,him.,A,"Missing comma in Part A: 'Hello' should be 'Hello,'."
Story_135_SchoolBus,9,Tom sat,next,to,me.,B,"Extra comma inserted in Part B: 'next,'."
Story_135_SchoolBus_Fix5,9,Tom sat,"next,",to,me.,B,"Extra comma inserted in Part B: 'next,'."
Story_135_SchoolBus,10,We talked,all the,way,there.,N,No error.
Story_135_SchoolBus,11,We got,to school,on,time.,A,Capitalization error in Part A: 'we' should be 'We'.
Story_135_SchoolBus_Fix6,11,we got,to school,on,time.,A,Capitalization error in Part A: 'we' should be 'We'.
Story_135_SchoolBus,12,The bell,rang,loudly,then,D,Missing full stop in Part D: 'then' should be 'then.'.
Story_136_ZooBirds,1,We saw,birds at,the,zoo.,N,No error.
Story_136_ZooBirds,2,There were,parrots,and,owls.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_136_ZooBirds_Fix,2,There were,parrots,And,owls.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_136_ZooBirds,3,Look at,that',said,Mia.,B,Missing exclamation mark in Part B: 'that'' should be 'that!'.
Story_136_ZooBirds,4,A pink,bird,stood,there.,B,"Extra comma inserted in Part B: 'bird,'."
Story_136_ZooBirds_Fix2,4,A pink,"bird,",stood,there.,B,"Extra comma inserted in Part B: 'bird,'."
Story_136_ZooBirds,5,It had,long,thin,legs.,B,"Extra comma inserted in Part B: 'long,'."
Story_136_ZooBirds_Fix3,5,It had,"long,",thin,legs.,B,"Extra comma inserted in Part B: 'long,'."
Story_136_ZooBirds,6,It is,a flamingo',I,said.,B,"Missing comma in Part B: 'flamingo'' should be 'flamingo,'."
Story_136_ZooBirds,7,It stood,on one,leg,still.,N,No error.
Story_136_ZooBirds,8,That is,clever',said,Mia.,B,Missing exclamation mark in Part B: 'clever'' should be 'clever!'.
Story_136_ZooBirds,9,We saw,an eagle,flying,high.,B,Capitalization error in Part B: 'Eagle' should be 'eagle'.
Story_136_ZooBirds_Fix4,9,We saw,an Eagle,flying,high.,B,Capitalization error in Part B: 'Eagle' should be 'eagle'.
Story_136_ZooBirds,10,It had,big,wings,too.,C,"Extra comma inserted in Part C: 'wings,'."
Story_136_ZooBirds_Fix5,10,It had,big,"wings,",too.,C,"Extra comma inserted in Part C: 'wings,'."
Story_136_ZooBirds,11,We liked,the birds,a,lot.,N,No error.
Story_136_ZooBirds,12,We went,to the,shop,after,D,Missing full stop in Part D: 'after' should be 'after.'.
Story_137_SpaceDream,1,I want,to go,to,space.,N,No error.
Story_137_SpaceDream,2,I would,fly in,a,rocket.,C,Capitalization error in Part C: 'A' should be 'a'.
Story_137_SpaceDream_Fix,2,I would,fly in,A,rocket.,C,Capitalization error in Part C: 'A' should be 'a'.
Story_137_SpaceDream,3,Zoom zoom',it would,go,fast.,A,Missing exclamation mark in Part A: 'zoom'' should be 'zoom!'.
Story_137_SpaceDream,4,I would,see the,moon,close.,B,"Extra comma inserted in Part B: 'the,'."
Story_137_SpaceDream_Fix2,4,I would,"see the,",moon,close.,B,"Extra comma inserted in Part B: 'the,'."
Story_137_SpaceDream,5,The stars,would,shine,bright.,B,Capitalization error in Part B: 'Would' should be 'would'.
Story_137_SpaceDream_Fix3,5,The stars,Would,shine,bright.,B,Capitalization error in Part B: 'Would' should be 'would'.
Story_137_SpaceDream,6,Look at,earth',I would,say.,A,Capitalization error in Part A: 'earth' should be 'Earth'.
Story_137_SpaceDream_Fix4,6,Look at,earth',I would,say.,A,Capitalization error in Part A: 'earth' should be 'Earth'.
Story_137_SpaceDream,7,It would,look,like a,ball.,B,"Extra comma inserted in Part B: 'look,'."
Story_137_SpaceDream_Fix5,7,It would,"look,",like a,ball.,B,"Extra comma inserted in Part B: 'look,'."
Story_137_SpaceDream,8,I would,float,in the,air.,N,No error.
Story_137_SpaceDream,9,This is,fun',I would,shout.,B,"Missing punctuation in Part B: 'fun!' or 'fun,'."
Story_137_SpaceDream,10,I would,eat food,from a,tube.,C,"Extra comma inserted in Part C: 'a,'."
Story_137_SpaceDream_Fix6,10,I would,eat food,"from a,",tube.,C,"Extra comma inserted in Part C: 'a,'."
Story_137_SpaceDream,11,It would,be a,great,trip.,N,No error.
Story_137_SpaceDream,12,I hope,I go,one,day,D,Missing full stop in Part D: 'day' should be 'day.'.
Story_138_ShoppingTrip,1,Mum went,to the,shops,today.,N,No error.
Story_138_ShoppingTrip,2,I went,with her,to,help.,C,"Extra comma inserted in Part C: 'to,'."
Story_138_ShoppingTrip_Fix,2,I went,with her,"to,",help.,C,"Extra comma inserted in Part C: 'to,'."
Story_138_ShoppingTrip,3,Get a,trolley',she,said.,B,"Missing comma in Part B: 'trolley'' should be 'trolley,'."
Story_138_ShoppingTrip,4,I pushed,it,in the,door.,B,"Extra comma inserted in Part B: 'it,'."
Story_138_ShoppingTrip_Fix2,4,I pushed,"it,",in the,door.,B,"Extra comma inserted in Part B: 'it,'."
Story_138_ShoppingTrip,5,We bought,milk,and,bread.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_138_ShoppingTrip_Fix3,5,We bought,milk,And,bread.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_138_ShoppingTrip,6,Do we,need eggs',I,asked.,B,Missing question mark in Part B: 'eggs'' should be 'eggs?'.
Story_138_ShoppingTrip,7,Yes we,do',said,Mum.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_138_ShoppingTrip,8,I got,a box,of six,eggs.,N,No error.
Story_138_ShoppingTrip,9,We went,to pay,at the,till.,C,Capitalization error in Part C: 'At' should be 'at'.
Story_138_ShoppingTrip_Fix4,9,We went,to pay,At the,till.,C,Capitalization error in Part C: 'At' should be 'at'.
Story_138_ShoppingTrip,10,Mum used,her card,to,pay.,B,"Extra comma inserted in Part B: 'card,'."
Story_138_ShoppingTrip_Fix5,10,Mum used,"her card,",to,pay.,B,"Extra comma inserted in Part B: 'card,'."
Story_138_ShoppingTrip,11,We packed,the bags,up,fast.,N,No error.
Story_138_ShoppingTrip,12,We went,home,on the,bus,D,Missing full stop in Part D: 'bus' should be 'bus.'.
Story_139_PicnicWasp,1,We sat,on the,rug to,eat.,N,No error.
Story_139_PicnicWasp,2,The sun,was hot,in the,sky.,B,Capitalization error in Part B: 'Hot' should be 'hot'.
Story_139_PicnicWasp_Fix,2,The sun,was Hot,in the,sky.,B,Capitalization error in Part B: 'Hot' should be 'hot'.
Story_139_PicnicWasp,3,Pass the,cake',said,Dad.,B,"Missing comma in Part B: 'cake'' should be 'cake,'."
Story_139_PicnicWasp,4,A wasp,flew,near the,food.,B,"Extra comma inserted in Part B: 'flew,'."
Story_139_PicnicWasp_Fix2,4,A wasp,"flew,",near the,food.,B,"Extra comma inserted in Part B: 'flew,'."
Story_139_PicnicWasp,5,Go away',shouted,Dad,loudly.,A,Missing exclamation mark in Part A: 'away'' should be 'away!'.
Story_139_PicnicWasp,6,The wasp,did not,go,away.,C,Capitalization error in Part C: 'Go' should be 'go'.
Story_139_PicnicWasp_Fix3,6,The wasp,did not,Go,away.,C,Capitalization error in Part C: 'Go' should be 'go'.
Story_139_PicnicWasp,7,It landed,on the,jam,pot.,C,"Extra comma inserted in Part C: 'jam,'."
Story_139_PicnicWasp_Fix4,7,It landed,on the,"jam,",pot.,C,"Extra comma inserted in Part C: 'jam,'."
Story_139_PicnicWasp,8,Don't touch,it',said,Mum.,A,"Apostrophe error in Part A: 'Don't' should be 'Don't' (Wait, need error). Text: 'Dont touch'."
Story_139_PicnicWasp_Fix5,8,Dont touch,it',said,Mum.,A,Apostrophe error in Part A: 'Dont' should be 'Don't'.
Story_139_PicnicWasp,9,The wasp,ate,some,jam.,B,"Extra comma inserted in Part B: 'ate,'."
Story_139_PicnicWasp_Fix6,9,The wasp,"ate,",some,jam.,B,"Extra comma inserted in Part B: 'ate,'."
Story_139_PicnicWasp,10,Then it,flew,off,fast.,N,No error.
Story_139_PicnicWasp,11,We were,glad it,had,gone.,N,No error.
Story_139_PicnicWasp,12,We ate,our cake,in,peace,D,Missing full stop in Part D: 'peace' should be 'peace.'.
Story_140_TreehouseView,1,I climbed,up the,tree,ladder.,N,No error.
Story_140_TreehouseView,2,I went,into the,tree,house.,B,Capitalization error in Part B: 'Into' should be 'into'.
Story_140_TreehouseView_Fix,2,I went,Into the,tree,house.,B,Capitalization error in Part B: 'Into' should be 'into'.
Story_140_TreehouseView,3,Come up',I shouted,to,Ben.,A,Missing exclamation mark in Part A: 'up'' should be 'up!'.
Story_140_TreehouseView,4,He climbed,up,very,slowly.,B,"Extra comma inserted in Part B: 'up,'."
Story_140_TreehouseView_Fix2,4,He climbed,"up,",very,slowly.,B,"Extra comma inserted in Part B: 'up,'."
Story_140_TreehouseView,5,We looked,out of,the,window.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_140_TreehouseView_Fix3,5,We looked,out of,The,window.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_140_TreehouseView,6,We could,see the,whole,garden.,N,No error.
Story_140_TreehouseView,7,Look at,that',said,Ben.,B,Missing exclamation mark in Part B: 'that'' should be 'that!'.
Story_140_TreehouseView,8,A cat,walked,on the,grass.,B,"Extra comma inserted in Part B: 'walked,'."
Story_140_TreehouseView_Fix4,8,A cat,"walked,",on the,grass.,B,"Extra comma inserted in Part B: 'walked,'."
Story_140_TreehouseView,9,It looked,very,small,below.,C,"Extra comma inserted in Part C: 'small,'."
Story_140_TreehouseView_Fix5,9,It looked,very,"small,",below.,C,"Extra comma inserted in Part C: 'small,'."
Story_140_TreehouseView,10,Hello cat',I called,down,loudly.,A,"Missing comma in Part A: 'cat'' should be 'cat,'."
Story_140_TreehouseView,11,The cat,did not,hear,us.,N,No error.
Story_140_TreehouseView,12,It was,fun up,in the,tree,D,Missing full stop in Part D: 'tree' should be 'tree.'.
Story_141_MovieNight,1,We watched,a movie,at,home.,N,No error.
Story_141_MovieNight,2,Dad made,popcorn,for,us.,C,Capitalization error in Part C: 'For' should be 'for'.
Story_141_MovieNight_Fix,2,Dad made,popcorn,For,us.,C,Capitalization error in Part C: 'For' should be 'for'.
Story_141_MovieNight,3,Sit down',said,Mum,kindly.,A,Missing exclamation mark in Part A: 'down'' should be 'down!'.
Story_141_MovieNight,4,I sat,on the,sofa,rug.,C,"Extra comma inserted in Part C: 'sofa,' (Wait, I need to insert). Let's make error C: 'sofa,'."
Story_141_MovieNight_Fix2,4,I sat,on the,"sofa,",rug.,C,"Extra comma inserted in Part C: 'sofa,'."
Story_141_MovieNight,5,The movie,started,on the,TV.,N,No error.
Story_141_MovieNight,6,It was,about a,lost,dog.,B,Capitalization error in Part B: 'About' should be 'about'.
Story_141_MovieNight_Fix3,6,It was,About a,lost,dog.,B,Capitalization error in Part B: 'About' should be 'about'.
Story_141_MovieNight,7,The dog,found his,way,home.,B,"Extra comma inserted in Part B: 'his,'."
Story_141_MovieNight_Fix4,7,The dog,"found his,",way,home.,B,"Extra comma inserted in Part B: 'his,'."
Story_141_MovieNight,8,That is,good',I,said.,B,Missing exclamation mark in Part B: 'good'' should be 'good!'.
Story_141_MovieNight,9,We ate,all the,popcorn,up.,C,"Extra comma inserted in Part C: 'popcorn,'."
Story_141_MovieNight_Fix5,9,We ate,all the,"popcorn,",up.,C,"Extra comma inserted in Part C: 'popcorn,'."
Story_141_MovieNight,10,It was,sweet,and,tasty.,N,No error.
Story_141_MovieNight,11,I liked,the movie,a,lot.,A,Capitalization error in Part A: 'i' should be 'I'.
Story_141_MovieNight_Fix6,11,i liked,the movie,a,lot.,A,Capitalization error in Part A: 'i' should be 'I'.
Story_141_MovieNight,12,We went,to bed,after,that,D,Missing full stop in Part D: 'that' should be 'that.'.
Story_142_SwimmingFun,1,We went,to the,pool,today.,N,No error.
Story_142_SwimmingFun,2,The water,was blue,and,warm.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_142_SwimmingFun_Fix,2,The water,was blue,And,warm.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_142_SwimmingFun,3,Jump in',shouted,Dad,loudly.,A,Missing exclamation mark in Part A: 'in'' should be 'in!'.
Story_142_SwimmingFun,4,I jumped,in the,deep,end.,B,"Extra comma inserted in Part B: 'the,'."
Story_142_SwimmingFun_Fix2,4,I jumped,"in the,",deep,end.,B,"Extra comma inserted in Part B: 'the,'."
Story_142_SwimmingFun,5,It was,good,fun,today.,B,"Extra comma inserted in Part B: 'good,'."
Story_142_SwimmingFun_Fix3,5,It was,"good,",fun,today.,B,"Extra comma inserted in Part B: 'good,'."
Story_142_SwimmingFun,6,Watch me',I said,to,Mum.,A,Missing exclamation mark in Part A: 'me'' should be 'me!'.
Story_142_SwimmingFun,7,I swam,to the,other,side.,C,Capitalization error in Part C: 'Other' should be 'other'.
Story_142_SwimmingFun_Fix4,7,I swam,to the,Other,side.,C,Capitalization error in Part C: 'Other' should be 'other'.
Story_142_SwimmingFun,8,Mum clapped,her hands,for,me.,N,No error.
Story_142_SwimmingFun,9,We got,out,to,dry.,B,"Extra comma inserted in Part B: 'out,'."
Story_142_SwimmingFun_Fix5,9,We got,"out,",to,dry.,B,"Extra comma inserted in Part B: 'out,'."
Story_142_SwimmingFun,10,I am,cold',I,said.,B,"Missing comma in Part B: 'cold'' should be 'cold,'."
Story_142_SwimmingFun,11,We had,hot chips,for,tea.,N,No error.
Story_142_SwimmingFun,12,It was,a great,day,out,D,Missing full stop in Part D: 'out' should be 'out.'.
Story_143_LostMyKeys,1,Dad lost,his keys,at,home.,N,No error.
Story_143_LostMyKeys,2,Where are,they',he,asked.,B,Missing question mark in Part B: 'they'' should be 'they?'.
Story_143_LostMyKeys,3,We looked,in the,hall,first.,C,Capitalization error in Part C: 'Hall' should be 'hall'.
Story_143_LostMyKeys_Fix,3,We looked,in the,Hall,first.,C,Capitalization error in Part C: 'Hall' should be 'hall'.
Story_143_LostMyKeys,4,They were,not,there,at all.,B,"Extra comma inserted in Part B: 'not,'."
Story_143_LostMyKeys_Fix2,4,They were,"not,",there,at all.,B,"Extra comma inserted in Part B: 'not,'."
Story_143_LostMyKeys,5,Look in,the kitchen',said,Mum.,B,"Missing comma in Part B: 'kitchen'' should be 'kitchen,'."
Story_143_LostMyKeys,6,We looked,on the,table,top.,B,"Extra comma inserted in Part B: 'the,'."
