Passage Title,Question ID,Sentence Context,Option A,Option B,Option C,Option D,Option E,Correct Answer
The Grand Canyon,11,"The hike back up was grueling, a test of endurance that left them gasping for (11).","breath","breathe","breathing","breaths","breathless",A
The Grand Canyon,12,"Reaching the rim at sunset, they watched the canyon turn purple, a perfect end to the (12).","day","days","daily","daytime","daze",A
The Secret Garden,1,"The ivy was so thick it completely obscured the door, hiding it from prying (1).","eye","eyes","eyed","eyeing","sight",B
The Secret Garden,2,"Mary found the key buried in the earth, rusted but still solid in her (2).","hand","hands","handed","handing","handy",A
The Secret Garden,3,"She turned it in the lock, which clicked open with a stiff, grinding (3).","sound","sounded","sounding","sounds","soundly",A
The Secret Garden,4,"Pushing the door open, she stepped into a world that had been forgotten for (4).","year","years","yearly","yearning","yearned",B
The Secret Garden,5,"Rose bushes had grown wild, their thorns tangling together in a chaotic (5).","mess","messed","messing","messes","messy",A
The Secret Garden,6,"Yet, amidst the weeds, bulbs were pushing up through the soil, promising a riot of (6).","colour","colours","coloured","colouring","colourful",A
The Secret Garden,7,"A robin hopped onto a branch, watching her with a bright, inquisitive (7).","eye","eyes","eyed","eyeing","sight",A
The Secret Garden,8,"Mary felt a surge of excitement, knowing she had found a place that was truly (8).","her","hers","herself","she","she's",B
The Secret Garden,9,"She began to weed the beds, pulling up nettles and clearing space for the (9).","flower","flowers","flowered","flowering","flowery",B
The Secret Garden,10,"Day by day, the garden transformed, returning to its former glory under her (10).","care","cared","caring","careful","carefully",A
The Secret Garden,11,"It became her sanctuary, a place where she could escape the gloom of the big (11).","house","houses","housed","housing","household",A
The Secret Garden,12,"Just like the garden, Mary began to bloom, finding happiness in the fresh (12).","air","airy","aired","airing","heir",A
The Midnight Heist,1,"The museum was silent, the guards patrolling the halls in a predictable (1).","rhythm","rhythmic","rhythms","rhyme","rhythmically",A
The Midnight Heist,2,"The thief lowered himself from the skylight, hanging by a thin black (2).","wire","wired","wiring","wires","wiry",A
The Midnight Heist,3,"He avoided the laser beams with the grace of a dancer, twisting his body in mid (3).","air","airy","aired","airing","heir",A
The Midnight Heist,4,"His target was the Blue Diamond, sitting in a glass case in the center of the (4).","room","rooms","roomed","rooming","roomy",A
The Midnight Heist,5,"He used a glass cutter to make a circular hole, lifting the pane with a suction (5).","cup","cupped","cupping","cups","cupper",A
The Midnight Heist,6,"Sweat trickled down his forehead, but his hand remained perfectly (6).","steady","steadied","steadying","steadily","steadiness",A
The Midnight Heist,7,"He swapped the diamond for a replica, a fake so good it would fool any casual (7).","observe","observer","observed","observing","observation",B
The Midnight Heist,8,"Retracting the wire, he ascended back to the roof, disappearing into the night (8).","sky","skies","skied","skiing","skyscraper",A
The Midnight Heist,9,"The alarm didn't sound until morning, by which time he was halfway to (9).","France","French","franc","fancied","fiancé",A
The Midnight Heist,10,"He sold the gem to a private collector, making enough money to retire in (10).","luxurious","luxury","luxuriate","luxuries","luxuriously",B
The Midnight Heist,11,"He bought a villa by the sea, living a quiet life under a new (11).","name","named","naming","names","namely",A
The Midnight Heist,12,"He was the one who got away, a legend in the criminal (12).","underworld","world","worlds","worldly","whirl",A
The Rainforest Canopy,1,"High above the forest floor, the canopy formed a green roof that blocked out the (1).","sun","sunny","sunned","sunning","sunlight",A
The Rainforest Canopy,2,"Monkeys swung from branch to branch, chattering loudly as they searched for (2).","fruit","fruits","fruited","fruiting","fruity",A
The Rainforest Canopy,3,"A sloth moved with agonizing slowness, algae growing on its fur from the (3).","damp","dampen","damped","damply","dampness",A
The Rainforest Canopy,4,"Brightly coloured macaws flew in pairs, their squawks echoing through the (4).","tree","trees","treed","treeless","tree's",B
The Rainforest Canopy,5,"The air was thick with humidity, creating a mist that clung to the (5).","leaf","leaves","leaved","leaving","leafy",B
The Rainforest Canopy,6,"Insects buzzed everywhere, a constant hum that was the heartbeat of the (6).","jungle","jungles","jungled","jungling","jungle's",A
The Rainforest Canopy,7,"A snake lay coiled on a limb, waiting for a frog to hop within (7).","strike","struck","striking","strikes","striker",C
The Rainforest Canopy,8,"It was a world of eat or be eaten, a delicate balance of predator and (8).","prey","prayed","prayer","preying","predator",A
The Rainforest Canopy,9,"Rare orchids bloomed in the crevices of bark, their beauty unseen by human (9).","eye","eyes","eyed","eyeing","sight",B
The Rainforest Canopy,10,"Rain began to fall, drumming on the leaves with a soothing (10).","sound","sounded","sounding","sounds","soundly",A
The Rainforest Canopy,11,"The water dripped down to the forest floor, feeding the roots of the giant (11).","tree","trees","treed","treeless","tree's",B
The Rainforest Canopy,12,"The rainforest breathed, a living lung that provided oxygen for the (12).","planet","planets","planetary","planetarium","plane",A
The Medieval Scribe,1,"The monastery library was cold, and the scribe blew on his fingers to keep them (1).","warm","warmth","warmed","warming","warmer",A
The Medieval Scribe,2,"He dipped his quill into the inkpot, careful not to drip black liquid onto the (2).","page","pages","paged","paging","pager",A
The Medieval Scribe,3,"He was copying a bible, a task that would take him years to (3).","complete","completed","completing","completes","completion",A
The Medieval Scribe,4,"The illumination was intricate, using gold leaf to make the capital letters (4).","shine","shone","shining","shiny","shined",A
The Medieval Scribe,5,"His back ached from hours of hunching over the desk, but his devotion kept him (5).","work","worked","working","works","worker",C
The Medieval Scribe,6,"Silence was a rule, broken only by the scratching of pens and the chanting of (6).","monk","monks","monkish","monastery","monkey",B
The Medieval Scribe,7,"He dreamed of the day the book would be finished, a masterpiece of art and (7).","faith","faithful","faithfully","faiths","faithless",A
The Medieval Scribe,8,"Candles flickered in the draft, casting long shadows on the stone (8).","wall","walls","walled","walling","wallet",B
The Medieval Scribe,9,"He paused to pray, asking for the strength to continue his holy (9).","work","worked","working","works","worker",A
The Medieval Scribe,10,"A bell rang, signaling the end of the day and the time for evening (10).","meal","meals","mealed","mealing","mealy",A
The Medieval Scribe,11,"He carefully stored the manuscript, treating it with the reverence of a (11).","relic","relics","relict","relief","rely",A
The Medieval Scribe,12,"In a world without printing, he was the keeper of the written (12).","word","words","worded","wording","world",A
The Space Station,1,"The station orbited the Earth every ninety minutes, witnessing sixteen sunrises a (1).","day","days","daily","daytime","daze",A
The Space Station,2,"Astronauts floated through the modules, using handrails to pull themselves (2).","along","long","length","lonely","lunge",A
The Space Station,3,"Eating was a challenge, as food had to be rehydrated and captured before it floated (3).","away","way","ways","weigh","wait",A
The Space Station,4,"Exercise was vital to prevent muscle wasting in the zero gravity (4).","environment","environments","environmental","environmentally","environ",A
The Space Station,5,"They ran on treadmills with bungee cords holding them down to simulate (5).","gravity","grave","gravel","gravitate","gravitation",A
The Space Station,6,"Looking out of the cupola, the view of the blue planet was mesmerisingly (6).","beauty","beautiful","beautifully","beautify","beauties",B
The Space Station,7,"Storms looked like white swirls, and cities at night were glowing webs of (7).","light","lit","lighting","lights","lighter",D
The Space Station,8,"They conducted experiments, growing plants to see how they adapted to (8).","space","spacing","spaced","spacer","spacious",A
The Space Station,9,"A supply ship docked, bringing fresh fruit and letters from (9).","home","homes","homing","homed","homely",A
The Space Station,10,"It was a moment of joy, a connection to the world they had left (10).","behind","back","backward","backend","hind",A
The Space Station,11,"Six months later, they strapped into the capsule for the fiery re-entry to (11).","Earth","earthy","earthed","earthing","hearth",A
The Space Station,12,"Parachutes deployed, and they landed in the desert, welcomed back by gravity's heavy (12).","embrace","embraced","embracing","embraces","brace",A

