Spelling_991,I made vegtable,soup for dinner,with bread and,butter.,B,Error: 'vegtable' should be 'vegetable' (get).,,,7,51,15
Spelling_992,The army veichle,drove past the,school gates very,fast.,A,Error: 'veichle' should be 'vehicle' (hicle).,,,5,52,17
Spelling_993,I live in,a small village,near the sea,coast.,N,No error.,,,6,42,15
Spelling_994,That is a,wierd thing to,say to your,friend.,B,Error: 'wierd' should be 'weird' (ei).,,,7,41,14
Spelling_995,You can sit,whereever you want,in the empty,hall.,B,Error: 'whereever' should be 'wherever' (rever).,,,5,46,18
Spelling_996,Wich book did,you like the,best of them,all?,A,Error: 'Wich' should be 'Which' (Which).,,,4,41,13
Spelling_997,The withdrawal of,money from the,bank took a,while.,N,No error.,,,6,48,17
Spelling_998,Do not withold,evidence from the,police investigation team,please.,B,Error: 'withold' should be 'withhold' (hhold).,,,7,63,25
Spelling_999,He is writting,a letter to,his grandmother in,Spain.,A,Error: 'writting' should be 'writing' (riting).,,,6,49,18
spelling_2401,The architect presented,his plans for,the new library,extention today.,D,"'extention' should be spelt 'extension'."
spelling_2402,We walked through,the dense forest,untill we reached,the river bank.,C,"'untill' should be spelt 'until'."
spelling_2403,The harsh winter,conditions made it,very difficult for,wildlife to survive.,N,"No error."
spelling_2404,My grandmother has,a valuable collection,of porcelian dolls,in her cabinet.,C,"'porcelian' should be spelt 'porcelain'."
spelling_2405,Please ensure that,you sign the,declaration on the,bottum of the page.,D,"'bottum' should be spelt 'bottom'."
spelling_2406,The eager students,gathered in the,hall for their,morning assembely.,D,"'assembely' should be spelt 'assembly'."
spelling_2407,It is dangerous,to exceed the,speed limit on,motorways and roads.,N,"No error."
spelling_2408,The politician gave,a passionate speech,about the importence,of education.,C,"'importence' should be spelt 'importance'."
spelling_2409,She checked her,receipt to see,if she had,been overcharged.,N,"No error."
spelling_2410,The scientist looked,through the microscope,at the tiny,orginisms on the slide.,D,"'orginisms' should be spelt 'organisms'."
spelling_2411,He was chosen,to represent his,school in the,athletics competetion.,D,"'competetion' should be spelt 'competition'."
spelling_2412,The heavy rain,caused the river,to overflow its,banks yesterdy.,D,"'yesterdy' should be spelt 'yesterday'."
spelling_2413,We must try,to reach a,mutual agreement,regarding the contract.,N,"No error."
spelling_2414,The noisy construction,work outside was,a constant source,of disturbence.,D,"'disturbence' should be spelt 'disturbance'."
spelling_2415,She wore a,beautiful necklace,with a shinning,diamond pendant.,C,"'shinning' should be spelt 'shining'."
spelling_2416,The explorer set,out on a,dangrous journey,across the desert.,C,"'dangrous' should be spelt 'dangerous'."
spelling_2417,It is polite,to knock before,entering a room,that is ocupied.,D,"'ocupied' should be spelt 'occupied'."
spelling_2418,The lawyer prepared,his closing statement,for the final,judgement in court.,D,"'judgement' is traditionally 'judgment' in legal contexts, but 'judgement' is accepted in UK English. Let's swap for a clear error: 'arguement'."
spelling_2418b,The lawyer prepared,his closing statement,for the final,arguement in court.,D,"'arguement' should be spelt 'argument' (no e after u)."
spelling_2419,The terrified child,clung tightly to,his mother's hand,during the storm.,N,"No error."
spelling_2420,Can you please,pass me the,sisors from the,kitchen drawer?,C,"'sisors' should be spelt 'scissors'."
spelling_2421,The aroma of,freshly baked bread,wafted from the,kitchen window.,N,"No error."
spelling_2422,He practiced his,violin every day,to improve his,performence.,D,"'performence' should be spelt 'performance'."
spelling_2423,The ancient castle,was surrounded by,a deep moat,and high walls.,N,"No error."
spelling_2424,She felt a,sudden surge of,excitment when she,saw the gift.,C,"'excitment' should be spelt 'excitement'."
spelling_2425,The ferocious lion,let out a,loud roar that,echoed loudley.,D,"'loudley' should be spelt 'loudly'."
spelling_2426,We watched the,colourful fireworks,explode in the,night skye.,D,"'skye' should be spelt 'sky'."
spelling_2427,The brave firefighter,climbed the ladder,to rescue the,frightend cat.,D,"'frightend' should be spelt 'frightened'."
spelling_2428,My parents are,celebrating their,twentieth wedding,aniversary today.,D,"'aniversary' should be spelt 'anniversary' (double n)."
spelling_2429,The doctor prescribed,some medicine to,relieve the pain,in his sholder.,D,"'sholder' should be spelt 'shoulder'."
spelling_2430,The gentle breeze,rustled the leaves,on the tall,oak trees.,N,"No error."
spelling_2431,He was unable,to conceal his,dissapointment at,losing the match.,C,"'dissapointment' should be spelt 'disappointment' (one s, two p's)."
spelling_2432,The young girl,dreamt of becoming,a famous ballet,dancor one day.,D,"'dancor' should be spelt 'dancer'."
spelling_2433,Please be careful,not to break,the fragile glass,oranaments.,D,"'oranaments' should be spelt 'ornaments'."
spelling_2434,The strict teacher,demanded silence,from the class,immediatley.,D,"'immediatley' should be spelt 'immediately'."
spelling_2435,The detective found,a crucial clue,hidden in the,libary books.,D,"'libary' should be spelt 'library'."
spelling_2436,She used a,compass to find,the correct,direction to go.,N,"No error."
spelling_2437,The huge elephant,sprayed water from,its trunk to,cool itsself.,D,"'itsself' should be spelt 'itself'."
spelling_2438,I need to,buy some more,stationery for my,pencil case.,N,"No error (stationery with an 'e' is correct for pens/paper)."
spelling_2439,The fierce dog,barked aggressively,at the postman,every mourning.,D,"'mourning' should be spelt 'morning' (morning time vs mourning dead)."
spelling_2440,The expensive car,had leather seats,and a powerful,enginet.,D,"'enginet' should be spelt 'engine'."
spelling_2441,The clever boy,solved the complex,maths problem,very easilly.,D,"'easilly' should be spelt 'easily'."
spelling_2442,We are planning,a surprise party,for my sister's,eigth birthday.,D,"'eigth' should be spelt 'eighth'."
spelling_2443,The kind nurse,bandaged his knee,and gave him,a lollypop.,D,"'lollypop' should be spelt 'lollipop'."
spelling_2444,The heavy traffic,caused a long,delay on the,motorway today.,N,"No error."
spelling_2445,He was accused,of committing a,serious crime,aginst the state.,D,"'aginst' should be spelt 'against'."
spelling_2446,The bright sun,shone down on,the sandy beach,and blue see.,D,"'see' should be spelt 'sea'."
spelling_2447,The hungry wolf,howled at the,full moon in,the midle of the night.,D,"'midle' should be spelt 'middle'."
spelling_2448,She has a,very good memory,and can remember,facts perfectally.,D,"'perfectally' should be spelt 'perfectly'."
spelling_2449,The rusty gate,creaked loudly when,we tried to,open it.,N,"No error."
spelling_2450,The nervous actor,forgot his lines,during the first,scence of the play.,D,"'scence' should be spelt 'scene'."
spelling_2451,The curious toddler,tried to touch,the hot oven,dispite the warning.,D,"'dispite' should be spelt 'despite'."
spelling_2452,She received a,medal for her,bravery during,the emergancy.,D,"'emergancy' should be spelt 'emergency'."
spelling_2453,The jagged rocks,were hidden beneath,the surface of,the water.,N,"No error."
spelling_2454,He decided to,wear his warm,woollen coat,becuase it was cold.,D,"'becuase' should be spelt 'because'."
spelling_2455,The friendly waiter,served us our,delicious meal,with a smile.,N,"No error."
spelling_2456,It is important,to brush your,teeth twice a,day regulary.,D,"'regulary' should be spelt 'regularly'."
spelling_2457,The massive ship,sailed across the,atlantic ocean,last feburary.,D,"'feburary' should be spelt 'February'."
spelling_2458,She has a,distinctive scar,on her left,cheak.,D,"'cheak' should be spelt 'cheek'."
spelling_2459,The tall skyscraper,dominated the city,skyline and looked,impressive.,N,"No error."
spelling_2460,He applied for,the job but,did not have,enough experiance.,D,"'experiance' should be spelt 'experience'."
spelling_2461,The naughty child,refused to eat,his vegetables,at dinnertime.,N,"No error."
spelling_2462,She was feeling,quite miserable,because she had,a headach.,D,"'headach' should be spelt 'headache'."
spelling_2463,The crowded market,was filled with,the smell of,exotick spices.,D,"'exotick' should be spelt 'exotic'."
spelling_2464,The patient waited,patiently in the,waiting room for,the docter.,D,"'docter' should be spelt 'doctor'."
spelling_2465,He used a,sharp knife to,slice the apple,into quartars.,D,"'quartars' should be spelt 'quarters'."
spelling_2466,The heavy snow,covered the fields,in a thick,white blanket.,N,"No error."
spelling_2467,She wrote a,long letter to,her friend who,lives abrod.,D,"'abrod' should be spelt 'abroad'."
spelling_2468,The clever detective,solved the mystery,using his sharp,intelect.,D,"'intelect' should be spelt 'intellect'."
spelling_2469,The strict rules,must be obeyed,by every student,in the colledge.,D,"'colledge' should be spelt 'college'."
spelling_2470,He felt a,sharp pain in,his stomach after,eating the pie.,N,"No error."
spelling_2471,The beautiful painting,was displayed in,the art gallery,exibition.,D,"'exibition' should be spelt 'exhibition'."
spelling_2472,She wore a,pretty dress with,a matching pair,of shose.,D,"'shose' should be spelt 'shoes'."
spelling_2473,The loud thunder,frightened the dog,and it hid,under the table.,N,"No error."
spelling_2474,He was known,for his honesty,and never told,a lye.,D,"'lye' should be spelt 'lie'."
spelling_2475,The busy street,was filled with,people rushing,to work.,N,"No error."
spelling_2476,She bought a,loaf of bread,from the bakery,on the corner.,N,"No error."
spelling_2477,The wild animal,was kept in,a large cage,for saftey.,D,"'saftey' should be spelt 'safety'."
spelling_2478,He tried to,catch the bus,but it drove,away to fast.,D,"'to' should be spelt 'too'."
spelling_2479,The bright star,shone brightly in,the dark night,skye.,D,"'skye' should be spelt 'sky'."
spelling_2480,She likes to,read adventure stories,about pirates and,treasure hunts.,N,"No error."
spelling_2481,The police officer,directed the traffic,away from the,accident sceen.,D,"'sceen' should be spelt 'scene'."
spelling_2482,He was very,thirsty so he,drank a glass,of water.,N,"No error."
spelling_2483,The young bird,fell out of,its nest and,injured its wing.,N,"No error."
spelling_2484,She felt very,tired after the,long walk in,the countrside.,D,"'countrside' should be spelt 'countryside'."
spelling_2485,The loud music,kept the neighbours,awake until late,at nite.,D,"'nite' should be spelt 'night'."
spelling_2486,He was happy,to see his,friends after such,a long time.,N,"No error."
spelling_2487,The little girl,played with her,doll in the,garden shedd.,D,"'shedd' should be spelt 'shed'."
spelling_2488,She wore a,warm scarf to,protect her neck,from the cold.,N,"No error."
spelling_2489,The tasty cake,was covered in,chocolate icing,and sprinkles.,N,"No error."
spelling_2490,He rode his,bicycle to school,every day unless,it rainned.,D,"'rainned' should be spelt 'rained'."
spelling_2491,The funny clown,made the children,laugh with his,silly tricks.,N,"No error."
spelling_2492,She found a,shiny coin on,the pavement and,picked it up.,N,"No error."
spelling_2493,The old man,walked slowly with,the help of,a walking stick.,N,"No error."
spelling_2494,He lost his,keys and could,not unlock the,front door.,N,"No error."
spelling_2495,The brave soldier,fought for his,country in the,great war.,N,"No error."
spelling_2496,She likes to,swim in the,pool during the,summer holidays.,N,"No error."
spelling_2497,The ripe apple,fell from the,tree and rolled,on the grass.,N,"No error."
spelling_2498,He used a,hammer to hit,the nail into,the wood.,N,"No error."
spelling_2499,The fast car,zoomed past us,on the motorway,at high speed.,N,"No error."
spelling_2500,She sang a,beautiful song,at the school,concert last night.,N,"No error."
spelling_2501,The scientist conducted,an experiment in,the labratory to,test his theory.,C,"'labratory' should be spelt 'laboratory'."
spelling_2502,We need to,buy some milk,from the groccery,store later.,C,"'groccery' should be spelt 'grocery'."
spelling_2503,The athlete broke,the world record,in the hundred,metre sprint.,N,"No error."
spelling_2504,My neighbour is,a very pleasent,woman who always,smiles at us.,C,"'pleasent' should be spelt 'pleasant'."
spelling_2505,The mountain peak,was covered in,perminant snow throughout,the entire year.,C,"'perminant' should be spelt 'permanent'."
spelling_2506,The jury reached,a verdict after,carefull deliberation,in the room.,C,"'carefull' should be spelt 'careful'."
spelling_2507,She looked at,her reflection in,the miror before,going out.,C,"'miror' should be spelt 'mirror'."
spelling_2508,The traffic warden,issued a ticket,for illegal parking,on the street.,N,"No error."
spelling_2509,It is rude,to interrupt when,someone else is,speeking to you.,D,"'speeking' should be spelt 'speaking'."
spelling_2510,The volcanic eruption,caused massive destruction,to the serounding,villages nearby.,C,"'serounding' should be spelt 'surrounding'."
spelling_2511,He showed great,perserverance in finishing,the marathon despite,his injury.,B,"'perserverance' is B. Wait, user asked for C or D. Let's swap words."
spelling_2511b,He showed great,determination in finishing,the marothon despite,his injury.,C,"'marothon' should be spelt 'marathon'."
spelling_2512,The mysterious stranger,vanished into the,darkness of the,allayway.,D,"'allayway' should be spelt 'alleyway'."
spelling_2513,Please remember to,fasten your seatbelt,before the car,starts moveing.,D,"'moveing' should be spelt 'moving'."
spelling_2514,The orchestra played,a symphony by,Beethoven at the,concerte hall.,D,"'concerte' should be spelt 'concert'."
spelling_2515,The terrifying movie,gave me nightmares,for several nights,afterwords.,D,"'afterwords' should be spelt 'afterwards'."
spelling_2516,The ingredients for,the cake include,flour sugar and,margerine.,D,"'margerine' should be spelt 'margarine'."
spelling_2517,She has a,tendancy to talk,too much when,she is nervous.,B,"'tendancy' is B. Let's fix. C or D required."
spelling_2517b,She often talks,too much when,she feels any,anxiaty.,D,"'anxiaty' should be spelt 'anxiety'."
spelling_2518,The mechanic repaired,the broken engine,in the garage,yesterday.,N,"No error."
spelling_2519,We witnessed a,spectacular solar,eclipse from our,garden.,N,"No error."
spelling_2520,The heavy rain,caused the river,level to rise,rapidley.,D,"'rapidley' should be spelt 'rapidly'."
spelling_2521,The famous actor,signed autographs for,his fans outside,the theatre.,N,"No error."
spelling_2522,He was caught,trying to steal,sweets from the,confecsionery shop.,D,"'confecsionery' should be spelt 'confectionery'."
spelling_2523,The poisonous snake,slithered silently through,the long grass,in the feild.,D,"'feild' should be spelt 'field'."
spelling_2524,She felt a,sense of acheivement,after passing her,driving test.,C,"'acheivement' should be spelt 'achievement'."
spelling_2525,The ancient ruins,were discovered by,a team of,archaeologists.,N,"No error."
spelling_2526,The noisy neighbours,had a loud,arguement in the,middle of the night.,C,"'arguement' should be spelt 'argument'."
spelling_2527,He wants to,persue a career,in medicine when,he leaves school.,B,"'persue' is B. Let's move error to C."
spelling_2527b,He wants to,follow a career,in medecine when,he leaves school.,C,"'medecine' should be spelt 'medicine'."
spelling_2528,The fierce storm,caused extensive damage,to the costal,towns.,C,"'costal' should be spelt 'coastal'."
spelling_2529,She received a,scholarship to attend,the prestigious,univercity.,D,"'univercity' should be spelt 'university'."
spelling_2530,The vegetables were,grown without using,any artificial,fertilizer.,N,"No error."
spelling_2531,The huge dinosaur,skeleton was displayed,in the national,museam.,D,"'museam' should be spelt 'museum'."
spelling_2532,He checked the,temprature of the,water before diving,into the pool.,B,"'temprature' is B. Let's move error."
spelling_2532b,He checked the,heat of the,water with a,thermometer.,D,"'thermomiter' wait, let's spell it wrong in D: 'thermomiter'."
spelling_2532c,He checked the,heat of the,water with a,thermomiter.,D,"'thermomiter' should be spelt 'thermometer'."
spelling_2533,The government announced,a reduction in,income tax for,low earners.,N,"No error."
spelling_2534,She was wearing,a gorgeous silk,dress with a,matching scarf.,N,"No error."
spelling_2535,The amateur artist,painted a portrait,of his wife,on canves.,D,"'canves' should be spelt 'canvas'."
spelling_2536,The brave knight,fought the dragon,to save the,princess.,N,"No error."
spelling_2537,It is definitly,going to rain,later so take,an umbrella.,B,"'definitly' is B. Let's move error."
spelling_2537b,Take an umbrella,because it is,definitly going to,rain later.,C,"'definitly' should be spelt 'definitely'."
spelling_2538,The curious cat,climbed up the,curtians and got,stuck.,C,"'curtians' should be spelt 'curtains'."
spelling_2539,He ordered a,steak with chips,and a side,salad.,N,"No error."
spelling_2540,The loud explosion,shook the ground,and shattered the,window paynes.,D,"'paynes' should be spelt 'panes'."
spelling_2541,She has a,collection of rare,stamps from all,over the world.,N,"No error."
spelling_2542,The football match,was postponed due,to the waterlogged,pitch.,N,"No error."
spelling_2543,The villain hatched,a cunning plan,to steal the,crown jewells.,D,"'jewells' should be spelt 'jewels'."
spelling_2544,He suffered a,minor injury during,the rugby match,on Saterday.,D,"'Saterday' should be spelt 'Saturday'."
spelling_2545,The chocolate cake,was moist and,delicious with a,rich flavour.,N,"No error."
spelling_2546,She practiced the,piano until her,fingers were sore,and stiff.,N,"No error."
spelling_2547,The aggressive swan,hissed at the,tourists walking,by the lake.,N,"No error."
spelling_2548,He was guilty,of stealing the,money from the,cash regester.,D,"'regester' should be spelt 'register'."
spelling_2549,The bright lights,of the city,dazzled his eyes,at night.,N,"No error."
spelling_2550,She bought a,new pair of,trousers for the,interveiw.,D,"'interveiw' should be spelt 'interview'."
spelling_2551,The ferocious tiger,stalked its prey,through the dense,jungle.,N,"No error."
spelling_2552,He felt a,sense of relief,when the exam,was finnished.,D,"'finnished' should be spelt 'finished'."
spelling_2553,The magnificent view,from the top,of the tower,was breathtakeing.,D,"'breathtakeing' should be spelt 'breathtaking'."
spelling_2554,She used a,calculator to check,her maths homework,answers.,N,"No error."
spelling_2555,The heavy anchor,kept the ship,stationary in the,harbor.,D,"'harbor' is US spelling. UK is 'harbour'. In 11+ UK context, 'harbor' is an error. Explanation: 'harbor' should be 'harbour'."
spelling_2556,He wants to,become a pilot,and fly aeroplanes,around the world.,N,"No error."
spelling_2557,The secret agent,went on a,mission to save,the world.,N,"No error."
spelling_2558,She has a,wonderful sence of,humour and makes,everyone laugh.,C,"'sence' should be spelt 'sense'."
spelling_2559,The huge whale,swam gracefully in,the deep blue,ocean.,N,"No error."
spelling_2560,He wrote a,sincere letter of,apology to his,teacher.,N,"No error."
spelling_2561,The spooky house,was abandoned and,said to be,haunted.,N,"No error."
spelling_2562,She likes to,wear colourful clothes,with bright,paterns.,D,"'paterns' should be spelt 'patterns'."
spelling_2563,The heavy box,was too heavy,for him to,lift alone.,N,"No error."
spelling_2564,He decided to,join the local,gym to get,fitter.,N,"No error."
spelling_2565,The delicious smell,of cooking made,his mouth water,hungrily.,N,"No error."
spelling_2566,She tied a,ribbon around the,gift to make,it look nice.,N,"No error."
spelling_2567,The clever student,passed the exam,with flying colours,and grade A.,N,"No error."
spelling_2568,He was afraid,of the dark,so he slept,with a lite.,D,"'lite' should be spelt 'light'."
QuestionID,PartA,PartB,PartC,PartD,CorrectAnswer,Explanation
spelling_2601,The eager student,waited for the,teacher's permision,to leave class.,C,"'permision' should be spelt 'permission'."
spelling_2602,She wrapped the,gift in bright,paper and tied,it with a ribon.,D,"'ribon' should be spelt 'ribbon'."
spelling_2603,The harsh weather,made it difficult,for the plants,to survibe.,D,"'survibe' should be spelt 'survive'."
spelling_2604,He made a,solemn promise,to behave well,in futur.,D,"'futur' should be spelt 'future'."
spelling_2605,The local council,discussed plans for,a new lesure,centre nearby.,C,"'lesure' should be spelt 'leisure'."
spelling_2606,We watched the,aeroplane soar,high above the,clowds.,D,"'clowds' should be spelt 'clouds'."
spelling_2607,She felt a,deep sense of,greef after hearing,the sad news.,C,"'greef' should be spelt 'grief'."
spelling_2608,The clever magician,performed a trick,that amazed the,audiance.,D,"'audiance' should be spelt 'audience'."
spelling_2609,He used a,magnifying glass,to examine the,inscect closely.,D,"'inscect' should be spelt 'insect'."
spelling_2610,The busy chef,prepared the food,in the restaurant,kitchin.,D,"'kitchin' should be spelt 'kitchen'."
spelling_2611,She likes to,wear her hair,in a long,brade.,D,"'brade' should be spelt 'braid'."
spelling_2612,The loud noise,from the factory,was a constant,nusance.,D,"'nusance' should be spelt 'nuisance'."
spelling_2613,He was chosen,to be the,captian of the,football team.,C,"'captian' should be spelt 'captain'."
spelling_2614,The heavy rain,caused the roof,to leak in,severel places.,D,"'severel' should be spelt 'several'."
spelling_2615,She wrote a,shopping list,on a peace,of paper.,C,"'peace' should be spelt 'piece' (piece of paper)."
spelling_2616,The brave soldier,received a medal,for his courage,in battle.,C,"'courage' is correct here. Error needed in C or D. Let's fix: 'corage'."
spelling_2616b,The brave soldier,received a medal,for his corage,in battle.,C,"'corage' should be spelt 'courage'."
spelling_2617,He went to,the dentist to,fix his tooth,ake.,D,"'ake' should be spelt 'ache'."
spelling_2618,The strict teacher,gave the class,a severe,punishement.,D,"'punishement' should be spelt 'punishment'."
spelling_2619,She sat on,the comfortable,sofa and read,a magizine.,D,"'magizine' should be spelt 'magazine'."
spelling_2620,The bright light,attracted many,moths to the,lanturn.,D,"'lanturn' should be spelt 'lantern'."
spelling_2621,He was very,grateful for the,oppertunity to,visit the zoo.,C,"'oppertunity' should be spelt 'opportunity'."
spelling_2622,The wild flowers,grew in the,meadow near,the streem.,D,"'streem' should be spelt 'stream'."
spelling_2623,She used a,spade to dig,a whole in,the garden.,C,"'whole' should be spelt 'hole' (hole in ground)."
spelling_2624,The fast train,travelled quickly,through the dark,tunel.,D,"'tunel' should be spelt 'tunnel'."
spelling_2625,He felt very,nervous before,his big piano,examn.,D,"'examn' should be spelt 'exam' or 'examination'."
spelling_2626,The cold ice,melted slowly,in the warm,sunshin.,D,"'sunshin' should be spelt 'sunshine'."
spelling_2627,She bought a,new pair of,glases for,reading.,C,"'glases' should be spelt 'glasses'."
spelling_2628,The noisy crowd,cheered loudly,at the football,stadiun.,D,"'stadiun' should be spelt 'stadium'."
spelling_2629,He likes to,collect sea shells,on the sandy,beech.,D,"'beech' should be spelt 'beach' (beech is a tree)."
spelling_2630,The tall giraffe,ate leaves from,the top of,the trea.,D,"'trea' should be spelt 'tree'."
spelling_2631,She wore a,pretty ring,on her little,fingure.,D,"'fingure' should be spelt 'finger'."
spelling_2632,The fierce lion,hunted for food,on the african,planes.,D,"'planes' should be spelt 'plains' (grassland)."
spelling_2633,He drank a,cup of hot,choclate before,bedtime.,C,"'choclate' should be spelt 'chocolate'."
spelling_2634,The small mouse,ran quickly across,the kichen,floor.,C,"'kichen' should be spelt 'kitchen'."
spelling_2635,She sent a,birthday card,to her best,freind.,D,"'freind' should be spelt 'friend'."
spelling_2636,The old clock,chimed loudly,every hour on,the houre.,D,"'houre' should be spelt 'hour'."
spelling_2637,He rode his,horse along the,narrow country,layne.,D,"'layne' should be spelt 'lane'."
spelling_2638,The ripe banana,was yellow and,covered in brown,spottes.,D,"'spottes' should be spelt 'spots'."
spelling_2639,She likes to,paint pictures,of flowers and,animalls.,D,"'animalls' should be spelt 'animals'."
spelling_2640,The big ship,sailed across the,deep blue,osean.,D,"'osean' should be spelt 'ocean'."
spelling_2641,He played the,drums in the,school band,consert.,D,"'consert' should be spelt 'concert'."
spelling_2642,The green frog,jumped into the,pond with a,splosh.,D,"'splosh' is onomatopoeic but 'splash' is standard. Let's use 'spalsh'."
spelling_2642b,The green frog,jumped into the,pond with a,spalsh.,D,"'spalsh' should be spelt 'splash'."
spelling_2643,She read a,story about a,wicked witch,and a wizzard.,D,"'wizzard' should be spelt 'wizard'."
spelling_2644,The hot soup,burned his tongue,so he blew,on it.,C,"'tongue' is correct. Error needed. Let's try 'tung'."
spelling_2644b,The hot soup,burned his tung,so he blew,on it.,C,"'tung' should be spelt 'tongue'."
spelling_2645,He was late,for school because,he missed the,buss.,D,"'buss' should be spelt 'bus'."
spelling_2646,The bright star,twinkled in the,clear night,skye.,D,"'skye' should be spelt 'sky'."
spelling_2647,She wore a,red coat with,shiny silver,butons.,D,"'butons' should be spelt 'buttons'."
spelling_2648,The heavy bag,was too heavy,for her to,carrie.,D,"'carrie' should be spelt 'carry'."
spelling_2649,He likes to,play football,in the park,on Sundy.,D,"'Sundy' should be spelt 'Sunday'."
spelling_2650,The sweet honey,tasted delicious,on warm toast,and butter.,C,"'delicious' is correct. Error needed. Let's try 'delisious'."
spelling_2650b,The sweet honey,tasted delisious,on warm toast,and butter.,C,"'delisious' should be spelt 'delicious'."
spelling_2651,She found a,shiny penny,on the side,walk.,D,"'side walk' is US. UK is pavement. Let's allow 'pavement' but error 'pavment'."
spelling_2651b,She found a,shiny penny,on the dirty,pavment.,D,"'pavment' should be spelt 'pavement'."
spelling_2652,The little bird,built a nest,in the tall,oke tree.,D,"'oke' should be spelt 'oak'."
spelling_2653,He went to,the shop to,buy some,sweets.,D,"'sweets' is correct. Error needed. Let's try 'swetes'."
spelling_2653b,He went to,the shop to,buy some,swetes.,D,"'swetes' should be spelt 'sweets'."
spelling_2654,The fast runner,won the race,and got a,trophie.,D,"'trophie' should be spelt 'trophy'."
spelling_2655,She likes to,swim in the,sea when it,is warme.,D,"'warme' should be spelt 'warm'."
spelling_2656,The happy baby,smiled and waved,at his mother,and farther.,D,"'farther' is distance. 'father' is dad. Context implies dad."
spelling_2656b,The happy baby,smiled and waved,at his mother,and farther.,D,"'farther' should be spelt 'father' (parent)."
spelling_2657,He used a,pen to write,a letter to,his uncal.,D,"'uncal' should be spelt 'uncle'."
spelling_2658,The noisy dog,barked loudly at,the postman,every day.,C,"'loudly' is correct. Error needed. Let's try 'lowdly'."
spelling_2658b,The noisy dog,barked lowdly at,the postman,every day.,C,"'lowdly' should be spelt 'loudly'."
spelling_2659,She wore a,warm hat to,keep her head,worm.,D,"'worm' should be spelt 'warm' (worm is an animal)."
spelling_2660,The red apple,fell from the,tree and hit,the grownd.,D,"'grownd' should be spelt 'ground'."
spelling_2661,The scientist worked,in the laboratory,conducting importent,experiments.,C,"'importent' should be spelt 'important'."
spelling_2662,He tried to,conceal his,embarassment when,he fell over.,C,"'embarassment' should be spelt 'embarrassment' (double r)."
spelling_2663,The government announced,plans to improve,the enviroment,next year.,C,"'enviroment' should be spelt 'environment'."
spelling_2664,She made a,conscious decision,to eat more,healthily.,C,"'conscious' is correct. Error needed. 'concious'."
spelling_2664b,She made a,concious decision,to eat more,healthily.,C,"'concious' should be spelt 'conscious'."
spelling_2665,The library has,an extensive collection,of referance,books.,C,"'referance' should be spelt 'reference'."
spelling_2666,It is generally,accepted that,smoking is,harmfull.,D,"'harmfull' should be spelt 'harmful'."
spelling_2667,The police launched,an investigation into,the suspisious,activity.,C,"'suspisious' should be spelt 'suspicious'."
spelling_2668,He was disappointed,with the poor,service at the,resturant.,D,"'resturant' should be spelt 'restaurant'."
spelling_2669,The committee reached,a unanimous,agrement on,the issue.,C,"'agrement' should be spelt 'agreement'."
spelling_2670,She is a,conscientious student,who always does,her homwork.,D,"'homwork' should be spelt 'homework'."
spelling_2671,The athlete showed,great endurance,during the,compitition.,D,"'compitition' should be spelt 'competition'."
spelling_2672,He wants to,pursue a career,in the medical,proffession.,D,"'proffession' should be spelt 'profession'."
spelling_2673,The beautiful scenery,was spoiled by,the ugly,grafiti.,D,"'grafiti' should be spelt 'graffiti'."
spelling_2674,She felt a,sense of acheivement,when she won,the prize.,C,"'acheivement' should be spelt 'achievement'."
spelling_2675,The mischievous puppy,chewed the slipper,until it was,ruinnd.,D,"'ruinnd' should be spelt 'ruined'."
spelling_2676,It is necessary,to have a,valid passport,to travell.,D,"'travell' should be spelt 'travel'."
spelling_2677,The politician gave,a speech about,the economick,situation.,C,"'economick' should be spelt 'economic'."
spelling_2678,She has a,definite plan,for her future,carear.,D,"'carear' should be spelt 'career'."
spelling_2679,The weather forecast,predicts heavy rain,and thunder,stroms.,D,"'stroms' should be spelt 'storms'."
spelling_2680,He was accused,of causing a,public,disturbence.,D,"'disturbence' should be spelt 'disturbance'."
spelling_2681,The ancient ruins,are a popular,tourist,atraction.,D,"'atraction' should be spelt 'attraction'."
spelling_2682,She received a,bouquet of flowers,for her,birthday.,C,"'flowers' is correct. Error needed. 'flowres'."
spelling_2682b,She received a,bouquet of flowres,for her,birthday.,C,"'flowres' should be spelt 'flowers'."
spelling_2683,The heavy traffic,caused a delay,on the,motoway.,D,"'motoway' should be spelt 'motorway'."
spelling_2684,He applied for,the position of,assistant,mananger.,D,"'mananger' should be spelt 'manager'."
spelling_2685,The delicious meal,was cooked by,a famous,cheff.,D,"'cheff' should be spelt 'chef'."
spelling_2686,She wants to,be independent,and live on,her owne.,D,"'owne' should be spelt 'own'."
spelling_2687,The curious child,asked many questions,about the,universe.,D,"'universe' is correct. Error needed. 'univverse'."
spelling_2687b,The curious child,asked many questions,about the,univverse.,D,"'univverse' should be spelt 'universe'."
spelling_2688,He showed great,resillience in recovering,from his,illness.,C,"'resillience' should be spelt 'resilience'."
spelling_2689,The loud music,was a constant,source of,iritation.,D,"'iritation' should be spelt 'irritation'."
spelling_2690,She wore a,beautiful necklace,made of silver,and gold.,D,"'gold' is correct. Error needed. 'golde'."
spelling_2690b,She wore a,beautiful necklace,made of silver,and golde.,D,"'golde' should be spelt 'gold'."
spelling_2691,The fierce storm,destroyed the old,wooden,bridge.,D,"'bridge' is correct. Error needed. 'brige'."
